teks,label
"Purbaya gak ngerti ekonomi…
Pemimpin apasiyy niyy
Liat n terjun lgsg liat rakyat gmn..",negatif
Ini kok bisa gak paham soal efek dollar gimana ini,negatif
Rakyat sudah menjerit masih selow aja,negatif
"kok lebih percaya kata ekonom lainnya, kayak Fery Latuhihin dan Rhenald Kasali",netral
Kemenkeu BPK.purbaya Sadewa sangat bagus menegrmen ke uangannya.tetapi nilai rupiah anjlok. Rakyat curiga penyebabnya rupiah anjlok karena ulah Pemda dan dirjennya yang di curigai borong dollar dari gaji honorer seluruh Pemda khususnya Pemda. DKI sudah 3 bulan tidak terima gaji. Tolong di perhatikan para honorer yang sudah resmi terdaftar no.podiknya. supaya di angkat semuanya jadi. PPPK. Jangan jadi alasan pendataan kok sampai hari ini tidak di angkat dan tidak di bayar.,positif
Saya demgernya kok jadi ngantuk ya,netral
4.10,netral
"Tapi pak pur, andai kata government spending nya ga naik sebegitu besarnya, pertumbuhan ekonomi 5,6% itu tidak akan ada pak pur...
Itu kenapa banyak yg bilang angka dari government spending itu menggendong, karna dari semua sektor yg kenaikan presentase nya gila ya belanja pemerintah.",netral
Mudah mudah negara kita jadi tidak tergantung sama negara lain. Bisa mandiri. Biar dolar naik tidak fanik. Harus jadi pemicu menjadi sebuah negara mandiri. Cintai prodak lokal.,positif
"Haha, ekonomi susah gini dibilang paling bagus, bagus untuk pejabat kalii, karna bnyk belanja😂",negatif
"naik karena belanja negara tinggi, kita rakyat jelata tidak akan merasakan 🙃",positif
"Ko bpk menkeu purbaya skrg jdi kurus ya.. baru jg bntran menjabat 😮😮
tolong dong pak pur di beri MBG jg 🙏🏻
kasihan 😢😢
mudah²an sehat slalu ya pak.",positif
Daya beli MBG.. bukan masyarakat,netral
"Yang satu pertahin,yang korup tetep berjalan 😢",negatif
Kasir,netral
Amazing Pak Purbaya🎉🎉 Astungkara indonesia Maju❤,positif
"Gimana mau naik rupiah pak, BI aja lempar duit lokal ke dollar. Saya yakin, sekarang duit banyak masuk di Bank Himbara semenjak Dapur MBG tumbuh dimana mana. Tapi ya percuma kalau Bank Himbara juga gak mau putar lagi ke bawah, malah di tampung di BI nyari duit dari suku bunga. Kadang2 orang perbankan ini konyol pak, malas kerja tapi pengen dapet hasil. Bayangkan kalau duit itu di putar lagi ke bawah, berapa banyak usaha yg berkembang, yang beli juga pasti naik kalau transaksi micro di pasar, di konter hp, di toko sembako, dll secara tidak langsung ini juga bisa bikin fiskal kita aman.",negatif
"Kita lihat saja bagaimana strategi pak prabowo dan pak purbaya dgn ketenangan menghadapi rupiah yg trs anjlok..
Mereka tdk ingin rakyat panik dgn permainan media asing dan pemuja asing..
Justru yg panik itu harusnya para pengusaha culas dan koruptor yg menyimpan dollarnya di bank² asing yg sebentar lagi akan diambil alih oleh negara.",positif
Andai saja bbm dan LPG nga di subsidi udah ambruk dari dulu ekonomi kita yg heran kenapa BI dan bank himbara tidak mau menurunkan suku bunga dan bank himbara tidak mau menyalurkan kredit murah ke masyarakat agar uang beredar di masyarakat bawah berarti kita sama seperti AS negara kita di bawah kendali para bankir swasta lokal dan internasional,positif
Saya tinggalkan komentar skrg tgl 17 mei 2026 1 dollar 17.602 rupiah nanti tanggal 22 mei 2026 kita tagih pak purbaya dollar harus turun ke minimal 17.000 aja 😁 semoga dollar bisa turun yah tuhan.... Gogo pak purbaya,positif
Masalahnya menteri sok pintar…parah😅😅,negatif
"Bukan Purbaya yg naikkan/turunkan dollar , itu tugas gubernur BI dll.",positif
Semoga sehat2 saja p.Purbaya...jaga kesehatan ...itu keliatan agak kurus ....rakyat mendukungmu bersama p.Prabowo..,positif
Pantesan selama ini pertumbuhan ekonomi hanya jalan di tempat 5% pada diam saja nggak ada yg protes..,negatif
"Data BPS Itu hasıl manipulasi angka. İni yg bikin ha ncur negara ini. Dia pake acuan BPS, makanya hancur ini menkeu. Kalau data salah apakah negara ke arah hancur",negatif
Kelihatannya mbak ini sangat terpukul pelemahan rupiah saat ini😂,negatif
"saran: jangan mendewakan satu sosok manusia apalagi politisi. ""loh tapi dia bukan politisi, dia profesional"".. 
menkeu itu jabatan politik. siapapun yang menjabat, dia adalah politisi.",positif
kalo bisa pa purbaya bisa diskusi  bareng sama influencer ekonomi Indonesia biar ga ada kesalah pahaman pendapat dan masyarakat dapat edukasi yang bsik,positif
"Sy pikir prabowo harus mencopot  nya, kerja pur hanya berdongeng yg membuat masyarakat terlena dgn tata bahasanya.. Tapi hasil kerjanya ya seperti yg sedang kita saksikan dan rasakan 😂",negatif
saya tnggal  dikabupaten  jabar rakyat  màsih baik baik saja daya beli  masih normal normal saja apalagi yang wisata masih ngebludag apalagi kuliner karena pemerintah yang dipimpin oleh  pak  PRABOWO   yang bertangan besi  dan mentri  keuangan nya pak  purbaya  yang cerdas dan pintar   menggunakan strategi ekonomi untuk melawan perusak negara  belio selalu memberikan  semangat  ketenangan kepada rakyat  sehingga rakyst sudah cerdas tidak termakan hoax dan adu domba  JOS SOROS dan penghianat negara rakyan mendoakan presiden para  mentri yzng jujur dan cinta tanah air,positif
Alhamdulillah kami sbg rakyat sangat mendukung program2 Bpk Menkue smoga bpk ttp sht ttp dlm lindungn Tuhan YME Aamiin,positif
"Shame on you mbak, tv one klo ga pecat org begitu sih kualitas tv one dipertanyakan.",netral
Saya kelaparan pak,negatif
Perbaikan dimana sih harga2 barang naik dan susah dapat itu sedang perbaikan?,negatif
Kasihan reporter kaya rasa tertekan sama purbaya😂,netral
Apapun perkataan pak pur klo tdk bs capai rupiah 10 000 terhadap dollar brrti menkeu cm omon2 doang,negatif
"Rakyat mengharapkan kejujuran....., jangan PHP pada rakyat .",positif
Ekonomi apakah sudah tumbuh sampai 8% ??? 🤭,netral
sebaiknya mundur saja kalau hanya omon omon. Ekonomi tidak membaik hanya angka angka pertumbuhan fiktif. OMONG KOSONG BESAR.,negatif
Menunggu pk purbaya diskusi langsung dengan para pengkritik,netral
Pokoknya Purbaya jago krn dia punya experien penjaga stabiitas pertumbuhan😂😂😂,positif
akal licik pemerintah agar danantara menguasai saham dalam negri😅,negatif
Udh kebayang bgt bagaimana rasanya jadi mahasiswa yg beliau didik jika melakukan kesalahan 🙂,netral
Suara hostnya kurang cocok untuk mengawal Kabar siang.. kurang dalam.. vibe diskusi kurang ngenak.,netral
"Sayah lebih setuju pak purbaya,daripada menke menke dulu banyak utang asing malah meperkaya para koruptor doang para"" elit banyak gaya tapi pakai uang rakyat,",positif
Nepal gak tuh,netral
"Dollar menguat susah, Fix konsumen barang import dan pembeli dollar. Karena kalau exsportir pasti senang. China saja justru sengaja melemahkan mata uangnya. Supaya bisa menguasai pasar global.",positif
"Betul Pak. Jaga Market kita dan juga jaga Sumber Daya kita.
Jangan sampai Pagar Laut nambah lagi",positif
"Optimisme palsu dan semu ini akan bertahan sampai kapan pak mentri? Anda tidak konsisten dan kontradiktif kau bilang ""efisiensi dmn2"" tp MBG dgn segala pengadaan absurd dan sasaran outcome yg tidak jelas anda loloskan",negatif
Omong kosong pak pur,negatif
"Yang bikin gaduh bukan keadaan tapi ekonom"" dangkal yg membuah keributan menebar analisa sampah",negatif
Menteri Keuangan BODOH diganti sama Menteri Keuangan yang lebih BODOH 😂,negatif
Dalam seminggu kedepan Rupiah menguat. Mudah2an bisa balik ke nilai sebelum Purbaya menjabat,positif
9:55 Minggu depan rupiah menguat berarti maksimal tanggal 25 Mei 2026. Mari kita cek.,netral
"Indikator yang saya rasakan: 
1. 3 bulan saya kerja sebagai kurir paket setiap hari selalu bawa rata2 100 paket perhari, dan itu areanya cuma 2 kelurahan doang.

2. Mall di kota saya Ponorogo tiap Jumat, Sabtu, dan Minggu selalu banyak pengunjung, padahal Ponorogo itu cuma kota kecil. 

3. Bulan kemarin saya keluar dari kerjaan Kurir paket karena pinggang udah nggak kuat, dan pindah kerja di cafe. Faktanya? Selama 2  bulan lebih ini Cafe tempat saya kerja tiap weekend Sabtu & Minggu selalu penuh, hari biasa juga lumayan rame. Gaji pokok gua emang cuma 1,5 juta tapi kalau tembus target omset bulanan gaji gua bisa nyentuh 2,5 juta lebih. Dan bulan kemarin gua dapet gaji 2,8 juta 😅 

Intinya? Stop mantengin sosmed, lu coba usaha cari peluang. Kalo lu punya usaha? Tawarin aja ke semua orang yg lu temui. Beres! 

Nggak usah kebanyakan mikir!",netral
17.600 pak pur,netral
"4:09 Kok malah ngata2in jurnalis ""Itu karena Anda nggak mengerti ekonomi..."" sih? Mana etika berbicaramu, Pak. Mentang2 udah jadi menteri keuangan. Jadinya bisa ceplas-ceplos gitu aja mulutnya😂😂😂😂",negatif
kau tutup tutupi wkwwkwk,netral
Bangun jalan desa di seluruh provinsi di indonesia,netral
KURUS SEKARANG GURU KU MENKU  INI,netral
Sehat selalu pak Menkeu ....dan tetap semangat 👍💪💪,positif
"Bingung pertumbuhan ekonomi mmg masih sesuai pak,,

Tapi harga pangan pokok pada naik, pendapatan masyaralat tidak naik.. terus gimana korelasi dr pertumbuhan itu ?",negatif
"buat mata uang
untuk jual beli didalam negeri dan rupiah yang di buat untuk di adu dengan mata uang lain terutama us dolar",netral
"Apakah pertumbuhan ekonomi terasa di masyarakat bawah, jujur saja. sebagai seorang pedagang, sekarang jualan berat banget.",negatif
Ini baru menteri 🎉yang dulu SONTOYOYO nga tau gawang ada dimana 🎉🎉🎉🎉🎉,positif
Musuh bangsa cuma KORUPTOR 🎉presiden bisa jatuh kalau tidak bisa atasi KORUPTOR 🎉🎉🎉🎉,netral
percuma klo pak purbaya kerja sendiri. seperti nadiem niat mau kerja bener malah di fitnah,positif
17 600 perdolar itu artinya gagal tidak mampu jadi pemimpin kuli2 rakyat sok jadi penguasa,negatif
"Apapun teori anda KL kurs kita melemah thdp Dollar, itu artinya bahaya... sebab org akan berburu di investasi Dollar...",negatif
04:10 Woilah it's Peak🤣🤣,netral
Dalam kondisi saat ini pasti pada ke inget dengan jasa alm Bj Habibie masa lalu yg bisa ubah kembali ke 6rban kok bisa ya beliau tp setelah itu beliau dijatuhkan knp ?,netral
"Omon2x maning mas Pur, ojo banyak dobos toh mas Pur....",negatif
lagi ngibul dia itu..,netral
Menteri keuangan Purbaya dan menteri pertanian pak Amran adalah 2 figur menteri terbaik saat ini,positif
Copot aja lah Mentri omon2,negatif
"mau ngomong timur ke barat, 7 hari 7 malam dengan argumen yg bagus. kalau nilai rupiah turun auto runtuh argumen tsb.",negatif
jawab banggg @ferryirwandi,netral
"Mudah mudahan ekonomi benar benar jalan, membaik, rakyat makmur",positif
"woe pur, ga usah kbnyakan entertain lo, 5,61% itu auto duit yg lo taruh dibank bakal laku, bayangin utang ind hampir 10rb t, rupiah bukan menguat jd 17,600, investor ga kabur. rakyat pd buka mata",negatif
"Hanya omon omon... Rupiah sudah tembus 17600 perdolar, daya beli masyakat lemah dan semakin banyaknya masyarakat yg menjadi tki keluar negeri... Apanya yg membaik... Indonesia sekarang tidak baik baik saja... Itu faktanya...",negatif
taruhan ya pak siapa yg benar Professor di universitas atau bapak,netral
dolar naik pak... berbanding terbalik dengan pertumbuhan ekonomi. di bawah daya beli minus. pendapatan tdk naik2.. harga brg naik,negatif
Skak MAT dr pak Purbaya masuk diakal,positif
mantab pak purbaya. HIDUP RAKYAT !!!!,positif
Mayoritas komemtator cm buzzer yg justru nggak tau ekonomi.ya wajarlah🤣🤣🤣,positif
Ferry lattuhihin yg bnyk bacot pls counter nih purbaya,negatif
"@fery irwandi nonton nga yaah,, tuh ada counter langsung dari menkeu s3 ekonomi.",negatif
❤,netral
Menteri nggak ngefek,negatif
do'a terbaik untuk pak Purbaya.,positif
Rupiah menguat mba,positif
Purbaya baiknya mengundurkan diri saja.,negatif
"Ekonomi pemerintah naik
Ekonomi rakyat down",negatif
antek asing jos soros sebagus apapun pemerintah di matanya tetep jelek,negatif
Pak purbaya sedang berhadapan dengan karakter yg rewel😂🤣,netral
Bagaimana ya 😂 yg punya sanak menantu dari luar negri punya kesempatan untuk borong tanah lagi 😂,netral
Prubaya terus bernyanyi buat hiburkan rakyat...Faktanya????,positif
anomali atau strategi pemerintah 😆data kok dibilang strategi,negatif
tapi bener. agak hidup ekonomi saat ini. walaupun masih banyak kekurangan.,positif
"Kalau ingin jadi negara kuat cupuk ciptakan lapangan kerja dan turunkan pajak di angka 5% biarkan pengusaha proporsi yg bisa di jual ke luar negri,,, kalau perlu subsidi perusahaan yg bisa expor barang jadi non SDA",positif
"kelihatan kurus pak,..",netral
Muter ngejelasin,netral
"susah gak bisa nerima kritik , nyatanya dollar naek trus hadehhh ,",negatif
Pangkas apbn pembelanjaan sipil dan negara 😌 lalu bagaimana menego asing untuk berinfestasi ke indonesia bang purbaya 😊 kasilah penguat pangkas dari bawah dan atas,negatif
"Purbaya ini banyak bacod, sampai saat ini tidak ada perbaikkan 😂",negatif
"Dollarr tooo the moon...🚀🚀🚀
Serok...serok...😂",netral
Tv One kalah 10 nol daripada Menkeu.,netral
"Memang sedang riil kerja keras.

Apa faktor atasan ya?😅",positif
"Tambah gaji ke 14, hahahha😂",netral
"Harus jeli, jangan sampai yang kempes ban belakang yang ditambal ban depan",positif
Seminggu dari sekarang tgl 21,netral
Pak menteri,netral
Ekonomi sih oke tapi masalahnya rupiah harus perbaiki dulu supaya para TKW atau tki harus pulangkan di tanah air,positif
"Ya Allah pa menteri, kuris banget, pusing banget ya paa, sehat-sehat ya paa kami sayang banget sama bapak ❤😢😢",positif
"Ekonomi tumbuh 5,61% kok harga barang semakin mahal dan rupiah semakin kurang berharga ?",negatif
"Mari kaya bersama ""katanya""😅😅",netral
"Penyiar tv one kurang cerdas, seharusnya nanya, jika Konsumsi (C) meningkat, mengapa daya beli masyarakat turun? dulu orang makan tabungan,  dan saat ini orang makan pinjol. Jadi darimana masyarakat bisa meningkatkan Konsumsi (C) ?",netral
Bubarkan TV one,netral
"Pundamen ekonomi Konoha di guncang habis habisan,ini buah dari ketidak konsistenan pihak tertentu di pasar,tapi tenang saja selalu ada jalan keluar pak Menteri masih ada jurus pamungkas.",positif
"Mantap pak purbaya,TV one, TV perusak,dang propokator",positif
"Suara mba reporter nya renyah banget ya,😂",netral
"Ekonom abal2, ekonomi tdk tumbuh ribut, tumbuh ribut, dasar koplak.",netral
"Ekonomi tumbuh tapi hutang terus bertambah dan rupiah makin melemah, bagaimana strategi nya?",negatif
"Menurut saya LANGKAH PURBAYA pada tahap ini baru tahap hentakan IMPACT DRIVER. Digetarkan tapi diarahkan tetap terjaga pada simpul-simpul system yang semestinya. Bukan melakukan perombakan, tapi Hit and Run. 

Pada tindakan ini efeknya adalah semua reaksi yg muncul beragam; kaget, panik, gugup, kabur, sembunyi, dlsb.

Jika struktur system ini sudah mulai normal, mestinya mulai terlihat gerak bangkitnya ekonomi. MARI SABAR MENUNGGU, saya percaya menteri satu ini ORISINAL. Secara tidak disangka, memang perang IRAN dan AMERIKA semakin menguji Presiden dan Menteri satu ini.",positif
"TOLONG GUNAKAN APBN SCARA EFIEN... 

TLONG MBG, KOPDES, DLL YG GAK GUNA DI HENTIKAN ATAU MNIMAL DI KURANGI. 

INI SDAH KACAU, SMUANYA TOLONG

KAMI INVESTOR HANCUR , SMUA JUGA MHAL

UANG KMI HABIS DI MARKET",negatif
Presenter amatir,netral
Enak lah koruptor,netral
"Pimpinan BI itu kan dipilih DPR, DPR panggil dong BI, ditanya kenapa negara tetangga Malaysia bisa menjaga ringgit, kok BI gak bisa menjaga rupiah",negatif
"Media juga yang aneh, kok rupiah melemah tanya ke Kemenkeu, kemenkeu ya urusan pajak, bea cukai dan anggaran pemerintah, kalau moneter tanya ke direktur BI dong, MBG tanya ke BGN dong, koperasi merah putih tanya ke kementrian koperasi dong, sekolah rakyat tanya ke Kemendikbud dong, kalau ikut mengurusi di bilang intervensi, tidak independen, otoriter dll",netral
"Pak purbaya , sebaiknya anda mundur saja ,sy tau bpk org baik ,tp saya kasihan ,anda bekerja dengan orang2 dongok . 😅",negatif
semangat pak menkeu jangan kan ekonomi hubungan aja gak ada yg pasti yg penting kita tetap produktif,positif
"Kasus klasik ,,stlh pk bj habibie melepas timor timor Rupiah kmbli normal,,coba skrg prabowo lepas papua,rupiah psti balik normal",netral
CERDAS BOS PENCERAHANMANTA P BELANJAAWAL TAHUN DARI PEMERINTAH,positif
junam ke Rp.17.600.- 😂,netral
eELEGAN HARAPAN RAKYAT NKRI,positif
"Ya jelas belanjanya nilainya lebih banyak wong barang pada naik, kalo mau makan dak belajana mau makan apa tabungan semua uda keluar pak, datanya kalo gak pakai logika ya sama aja bohong, data bps itu sifatnya baku.",netral
Pak Purbaya Menkeu the best 👍👍👍,positif
"Inilah konten resmi yg wajib d dengar,jangan dengarin konten sebelah yg suka provokasi...sprti kontennya si abruhom somat...😅😅😅",netral
"Pertumbuhan ompongg, kemyataannya semua drop..ihsg, rupiahh..daya beli....angka2 mereka cuma ompong bekala",negatif
Semangat pak....semoga haters pemerintah insyaf ..tidak cari2 kesalahan pemetintah saat ini dan  memberikan berita2 hoax agar rakyat pesimis dan terpecah,positif
"Pak purbaya jangan menipu rakyak,pertumbuhan ekonomi tdk baik2 saja..buktinya dollar anjlok..mending mundur saja sebagai menteri",negatif
"Padahal gampang, mbg hentikan, dpr bubarkan, auto sehat apbn",negatif
Ditangan orang ini ekonomi makin hancur barang2 kebutuhan melambung pajak orang kecil di perketat,negatif
Purbaya bersama Prabowonomics.. Insha allah Indonesia Berjaya bersama Prabowo Purbaya Jaya,positif
Agen cia ternyata lebih jago stabilin ekonomi daripada purbacot 😂,positif
"kl data rupiah naik ke 17,500, ihsg jeblok ke 6.700 apa kita salah liat juga pa?",netral
sein kanan belok kiri,netral
Konsumsi masyarakat itu di dorong pinjol,netral
Purbaya ini ga ada know how nya. Asal bicara sombong doank.,negatif
"INI TANGGUNG JAWAB BANK SENTRAL KEBIJAKAN NYA YG MENENTUKAN NILAI TUKAR MATA UANG DAN PERMINTAAN ATAS PASAR YG BERKURANG KENAPA BEGITU KARNA PEMERINTAH JUGA MENYERAP UANG MASUK KE 'DANANTARA' JADI YG DI BAWAH KERING ITU YG MEMBUAT UANG TIDAK BERPUTAR, SEMENTARA  MEREKA MENYUNTIKAN DANA KE PERUSAHAAN"" BESAR YG TIDAK PRODUKTIP BISA JADI ITU HANYA PERUSAHAAN CANGKANG ATAU CUCI UANG😅",negatif
